49@@2021-09-08T01:11:37.739+0000 INFO Response finao {"access_token":"82f4c231-3937-330b-b90f-bf0f550eafec","refresh_token":"0202c271-0d44-31bd-8da1-54eb62250434","scope":"default","token_type":"Bearer","expires_in":3600}@@list index out of range
50@@2021-09-08T01:11:37.754+0000 INFO FinaoResponse{errorCode=00000, userMessage=null, debugMessage=null, moreInfo=null, accessToken=82f4c231-3937-330b-b90f-bf0f550eafec, refreshToken=0202c271-0d44-31bd-8da1-54eb62250434, tokenType=Bearer, expiresIn=3600, scope=default, description=null, transactionNumber=null, transactionAmount=null, customerBalance=null, transactionType=null}@@list index out of range
51@@2021-09-08T01:11:46.757+0000 INFO new transaction@@list index out of range
52@@2021-09-08T01:11:51.423+0000 INFO new transaction@@list index out of range
53@@2021-09-08T01:12:03.326+0000 INFO new transaction@@list index out of range
54@@2021-09-08T01:16:46.769+0000 INFO new transaction@@list index out of range
55@@2021-09-08T01:16:51.442+0000 INFO new transaction@@list index out of range
56@@2021-09-08T01:17:03.346+0000 INFO new transaction@@list index out of range
57@@2021-09-08T01:21:46.778+0000 INFO new transaction@@list index out of range
58@@2021-09-08T01:21:51.459+0000 INFO new transaction@@list index out of range
59@@2021-09-08T01:22:03.352+0000 INFO new transaction@@list index out of range
60@@2021-09-08T01:26:46.776+0000 INFO new transaction@@list index out of range
61@@2021-09-08T01:26:51.479+0000 INFO new transaction@@list index out of range
62@@2021-09-08T01:27:03.360+0000 INFO new transaction@@list index out of range
63@@2021-09-08T01:31:46.775+0000 INFO new transaction@@list index out of range
64@@2021-09-08T01:31:51.491+0000 INFO new transaction@@list index out of range
65@@2021-09-08T01:32:03.371+0000 INFO new transaction@@list index out of range
66@@2021-09-08T01:36:46.779+0000 INFO new transaction@@list index out of range
67@@2021-09-08T01:36:51.516+0000 INFO new transaction@@list index out of range
68@@2021-09-08T01:37:03.364+0000 INFO new transaction@@list index out of range
69@@2021-09-08T01:41:46.788+0000 INFO new transaction@@list index out of range
70@@2021-09-08T01:41:51.539+0000 INFO new transaction@@list index out of range
71@@2021-09-08T01:42:03.367+0000 INFO new transaction@@list index out of range
72@@2021-09-08T01:46:46.806+0000 INFO new transaction@@list index out of range
73@@2021-09-08T01:46:51.557+0000 INFO new transaction@@list index out of range
74@@2021-09-08T01:47:03.379+0000 INFO new transaction@@list index out of range
75@@2021-09-08T01:51:46.805+0000 INFO new transaction@@list index out of range
76@@2021-09-08T01:51:51.572+0000 INFO new transaction@@list index out of range
77@@2021-09-08T01:52:03.388+0000 INFO new transaction@@list index out of range
78@@2021-09-08T01:56:46.808+0000 INFO new transaction@@list index out of range
79@@2021-09-08T01:56:51.581+0000 INFO new transaction@@list index out of range
80@@2021-09-08T01:57:03.416+0000 INFO new transaction@@list index out of range
81@@2021-09-08T02:01:37.762+0000 INFO refreshToken@@list index out of range
82@@2021-09-08T02:01:38.278+0000 INFO Response code 200@@list index out of range
83@@2021-09-08T02:01:38.278+0000 INFO Response finao {"access_token":"378c8126-2b1f-3bb5-b4b0-4bae5cfe7b03","refresh_token":"1fca4b31-87b8-3c28-b31d-a526f3b23a0f","scope":"default","token_type":"Bearer","expires_in":3600}@@list index out of range
84@@2021-09-08T02:01:38.293+0000 INFO FinaoResponse{errorCode=00000, userMessage=null, debugMessage=null, moreInfo=null, accessToken=378c8126-2b1f-3bb5-b4b0-4bae5cfe7b03, refreshToken=1fca4b31-87b8-3c28-b31d-a526f3b23a0f, tokenType=Bearer, expiresIn=3600, scope=default, description=null, transactionNumber=null, transactionAmount=null, customerBalance=null, transactionType=null}@@list index out of range
85@@2021-09-08T02:01:46.825+0000 INFO new transaction@@list index out of range
86@@2021-09-08T02:01:51.590+0000 INFO new transaction@@list index out of range
87@@2021-09-08T02:02:03.434+0000 INFO new transaction@@list index out of range
88@@2021-09-08T02:06:46.838+0000 INFO new transaction@@list index out of range
89@@2021-09-08T02:06:51.609+0000 INFO new transaction@@list index out of range
90@@2021-09-08T02:07:03.463+0000 INFO new transaction@@list index out of range
91@@2021-09-08T02:11:46.841+0000 INFO new transaction@@list index out of range
92@@2021-09-08T02:11:51.626+0000 INFO new transaction@@list index out of range
93@@2021-09-08T02:12:03.457+0000 INFO new transaction@@list index out of range
94@@2021-09-08T02:16:46.855+0000 INFO new transaction@@list index out of range
95@@2021-09-08T02:16:51.641+0000 INFO new transaction@@list index out of range
96@@2021-09-08T02:17:03.469+0000 INFO new transaction@@list index out of range
97@@2021-09-08T02:21:46.863+0000 INFO new transaction@@list index out of range
98@@2021-09-08T02:21:51.656+0000 INFO new transaction@@list index out of range
99@@2021-09-08T02:22:03.485+0000 INFO new transaction@@list index out of range
100@@2021-09-08T02:26:46.884+0000 INFO new transaction@@list index out of range
101@@2021-09-08T02:26:51.685+0000 INFO new transaction@@list index out of range
102@@2021-09-08T02:27:03.505+0000 INFO new transaction@@list index out of range
103@@2021-09-08T02:31:46.890+0000 INFO new transaction@@list index out of range
104@@2021-09-08T02:31:51.700+0000 INFO new transaction@@list index out of range
105@@2021-09-08T02:32:03.525+0000 INFO new transaction@@list index out of range
106@@2021-09-08T02:36:46.909+0000 INFO new transaction@@list index out of range
107@@2021-09-08T02:36:51.715+0000 INFO new transaction@@list index out of range
108@@2021-09-08T02:37:03.514+0000 INFO new transaction@@list index out of range
109@@2021-09-08T02:41:46.917+0000 INFO new transaction@@list index out of range
110@@2021-09-08T02:41:51.742+0000 INFO new transaction@@list index out of range
111@@2021-09-08T02:42:03.529+0000 INFO new transaction@@list index out of range
112@@2021-09-08T02:46:46.926+0000 INFO new transaction@@list index out of range
113@@2021-09-08T02:46:51.768+0000 INFO new transaction@@list index out of range
114@@2021-09-08T02:47:03.554+0000 INFO new transaction@@list index out of range
115@@2021-09-08T02:51:38.306+0000 INFO refreshToken@@list index out of range
116@@2021-09-08T02:51:38.837+0000 INFO Response code 200@@list index out of range
117@@2021-09-08T02:51:38.837+0000 INFO Response finao {"access_token":"730082af-cad7-3a2f-9cbd-9b4693ac44da","refresh_token":"a2d847db-f720-38ef-ba31-e2856beaec38","scope":"default","token_type":"Bearer","expires_in":3600}@@list index out of range
118@@2021-09-08T02:51:38.853+0000 INFO FinaoResponse{errorCode=00000, userMessage=null, debugMessage=null, moreInfo=null, accessToken=730082af-cad7-3a2f-9cbd-9b4693ac44da, refreshToken=a2d847db-f720-38ef-ba31-e2856beaec38, tokenType=Bearer, expiresIn=3600, scope=default, description=null, transactionNumber=null, transactionAmount=null, customerBalance=null, transactionType=null}@@list index out of range
119@@2021-09-08T02:51:46.932+0000 INFO new transaction@@list index out of range
120@@2021-09-08T02:51:51.791+0000 INFO new transaction@@list index out of range
121@@2021-09-08T02:52:03.557+0000 INFO new transaction@@list index out of range
122@@2021-09-08T02:56:46.921+0000 INFO new transaction@@list index out of range
123@@2021-09-08T02:56:51.801+0000 INFO new transaction@@list index out of range
124@@2021-09-08T02:57:03.555+0000 INFO new transaction@@list index out of range
125@@2021-09-08T03:01:46.939+0000 INFO new transaction@@list index out of range
126@@2021-09-08T03:01:51.813+0000 INFO new transaction@@list index out of range
127@@2021-09-08T03:02:03.554+0000 INFO new transaction@@list index out of range
128@@2021-09-08T03:06:46.947+0000 INFO new transaction@@list index out of range
129@@2021-09-08T03:06:51.832+0000 INFO new transaction@@list index out of range
130@@2021-09-08T03:07:03.570+0000 INFO new transaction@@list index out of range
131@@2021-09-08T03:11:46.945+0000 INFO new transaction@@list index out of range
132@@2021-09-08T03:11:51.851+0000 INFO new transaction@@list index out of range
133@@2021-09-08T03:12:03.580+0000 INFO new transaction@@list index out of range
134@@2021-09-08T03:16:46.947+0000 INFO new transaction@@list index out of range
135@@2021-09-08T03:16:51.859+0000 INFO new transaction@@list index out of range
136@@2021-09-08T03:17:03.595+0000 INFO new transaction@@list index out of range
137@@2021-09-08T03:21:46.958+0000 INFO new transaction@@list index out of range
138@@2021-09-08T03:21:51.880+0000 INFO new transaction@@list index out of range
139@@2021-09-08T03:22:03.602+0000 INFO new transaction@@list index out of range
140@@2021-09-08T03:26:46.968+0000 INFO new transaction@@list index out of range
141@@2021-09-08T03:26:51.886+0000 INFO new transaction@@list index out of range
142@@2021-09-08T03:27:03.593+0000 INFO new transaction@@list index out of range
143@@2021-09-08T03:31:46.977+0000 INFO new transaction@@list index out of range
144@@2021-09-08T03:31:51.899+0000 INFO new transaction@@list index out of range
145@@2021-09-08T03:32:03.613+0000 INFO new transaction@@list index out of range
146@@2021-09-08T03:36:46.974+0000 INFO new transaction@@list index out of range
147@@2021-09-08T03:36:51.914+0000 INFO new transaction@@list index out of range
148@@2021-09-08T03:37:03.619+0000 INFO new transaction@@list index out of range
149@@2021-09-08T03:41:38.861+0000 INFO refreshToken@@list index out of range
150@@2021-09-08T03:41:39.454+0000 INFO Response code 200@@list index out of range
151@@2021-09-08T03:41:39.454+0000 INFO Response finao {"access_token":"6460b6be-6160-3ccf-8190-131271d52242","refresh_token":"d21b4ec6-7af0-3975-a2ab-7fae5d8f5fb1","scope":"default","token_type":"Bearer","expires_in":3600}@@list index out of range
152@@2021-09-08T03:41:39.454+0000 INFO FinaoResponse{errorCode=00000, userMessage=null, debugMessage=null, moreInfo=null, accessToken=6460b6be-6160-3ccf-8190-131271d52242, refreshToken=d21b4ec6-7af0-3975-a2ab-7fae5d8f5fb1, tokenType=Bearer, expiresIn=3600, scope=default, description=null, transactionNumber=null, transactionAmount=null, customerBalance=null, transactionType=null}@@list index out of range
153@@2021-09-08T03:41:46.971+0000 INFO new transaction@@list index out of range
154@@2021-09-08T03:41:51.920+0000 INFO new transaction@@list index out of range
155@@2021-09-08T03:42:03.617+0000 INFO new transaction@@list index out of range
156@@2021-09-08T03:46:46.994+0000 INFO new transaction@@list index out of range
157@@2021-09-08T03:46:51.945+0000 INFO new transaction@@list index out of range
158@@2021-09-08T03:47:03.624+0000 INFO new transaction@@list index out of range
159@@2021-09-08T03:51:46.998+0000 INFO new transaction@@list index out of range
160@@2021-09-08T03:51:51.958+0000 INFO new transaction@@list index out of range
161@@2021-09-08T03:52:03.644+0000 INFO new transaction@@list index out of range
162@@2021-09-08T03:56:47.012+0000 INFO new transaction@@list index out of range
163@@2021-09-08T03:56:51.983+0000 INFO new transaction@@list index out of range
164@@2021-09-08T03:57:03.665+0000 INFO new transaction@@list index out of range
165@@2021-09-08T04:01:47.014+0000 INFO new transaction@@list index out of range
166@@2021-09-08T04:01:52.008+0000 INFO new transaction@@list index out of range
167@@2021-09-08T04:02:03.658+0000 INFO new transaction@@list index out of range
168@@2021-09-08T04:06:47.025+0000 INFO new transaction@@list index out of range
169@@2021-09-08T04:06:52.012+0000 INFO new transaction@@list index out of range
170@@2021-09-08T04:07:03.671+0000 INFO new transaction@@list index out of range
171@@2021-09-08T04:11:47.026+0000 INFO new transaction@@list index out of range
172@@2021-09-08T04:11:52.038+0000 INFO new transaction@@list index out of range
173@@2021-09-08T04:12:03.671+0000 INFO new transaction@@list index out of range
174@@2021-09-08T04:16:47.032+0000 INFO new transaction@@list index out of range
175@@2021-09-08T04:16:52.056+0000 INFO new transaction@@list index out of range
176@@2021-09-08T04:17:03.692+0000 INFO new transaction@@list index out of range
177@@2021-09-08T04:21:47.035+0000 INFO new transaction@@list index out of range
178@@2021-09-08T04:21:52.071+0000 INFO new transaction@@list index out of range
179@@2021-09-08T04:22:03.699+0000 INFO new transaction@@list index out of range
180@@2021-09-08T04:26:47.044+0000 INFO new transaction@@list index out of range
181@@2021-09-08T04:26:52.081+0000 INFO new transaction@@list index out of range
182@@2021-09-08T04:27:03.691+0000 INFO new transaction@@list index out of range
183@@2021-09-08T04:31:39.471+0000 INFO refreshToken@@list index out of range
184@@2021-09-08T04:31:39.986+0000 INFO Response code 200@@list index out of range
185@@2021-09-08T04:31:39.986+0000 INFO Response finao {"access_token":"75158571-43ad-34e6-aaca-afcee9a1a877","refresh_token":"b563b181-b009-3d16-8ccc-ee8fc12dc7a9","scope":"default","token_type":"Bearer","expires_in":3600}@@list index out of range
186@@2021-09-08T04:31:39.986+0000 INFO FinaoResponse{errorCode=00000, userMessage=null, debugMessage=null, moreInfo=null, accessToken=75158571-43ad-34e6-aaca-afcee9a1a877, refreshToken=b563b181-b009-3d16-8ccc-ee8fc12dc7a9, tokenType=Bearer, expiresIn=3600, scope=default, description=null, transactionNumber=null, transactionAmount=null, customerBalance=null, transactionType=null}@@list index out of range
187@@2021-09-08T04:31:47.064+0000 INFO new transaction@@list index out of range
188@@2021-09-08T04:31:52.102+0000 INFO new transaction@@list index out of range
189@@2021-09-08T04:32:03.699+0000 INFO new transaction@@list index out of range
190@@2021-09-08T04:36:47.070+0000 INFO new transaction@@list index out of range
191@@2021-09-08T04:36:52.107+0000 INFO new transaction@@list index out of range
192@@2021-09-08T04:37:03.699+0000 INFO new transaction@@list index out of range
193@@2021-09-08T04:41:47.079+0000 INFO new transaction@@list index out of range
194@@2021-09-08T04:41:52.132+0000 INFO new transaction@@list index out of range
195@@2021-09-08T04:42:03.715+0000 INFO new transaction@@list index out of range
196@@2021-09-08T04:46:47.088+0000 INFO new transaction@@list index out of range
197@@2021-09-08T04:46:52.139+0000 INFO new transaction@@list index out of range
198@@2021-09-08T04:47:03.729+0000 INFO new transaction@@list index out of range
199@@2021-09-08T04:51:47.094+0000 INFO new transaction@@list index out of range
200@@2021-09-08T04:51:52.162+0000 INFO new transaction@@list index out of range
201@@2021-09-08T04:52:03.728+0000 INFO new transaction@@list index out of range
202@@2021-09-08T04:56:47.104+0000 INFO new transaction@@list index out of range
203@@2021-09-08T04:56:52.174+0000 INFO new transaction@@list index out of range
204@@2021-09-08T04:57:03.742+0000 INFO new transaction@@list index out of range
205@@2021-09-08T05:01:47.107+0000 INFO new transaction@@list index out of range
206@@2021-09-08T05:01:52.192+0000 INFO new transaction@@list index out of range
207@@2021-09-08T05:02:03.738+0000 INFO new transaction@@list index out of range
208@@2021-09-08T05:06:47.115+0000 INFO new transaction@@list index out of range
209@@2021-09-08T05:06:52.210+0000 INFO new transaction@@list index out of range
210@@2021-09-08T05:07:03.749+0000 INFO new transaction@@list index out of range
211@@2021-09-08T05:11:47.115+0000 INFO new transaction@@list index out of range
212@@2021-09-08T05:11:52.222+0000 INFO new transaction@@list index out of range
213@@2021-09-08T05:12:03.765+0000 INFO new transaction@@list index out of range
214@@2021-09-08T05:16:47.134+0000 INFO new transaction@@list index out of range
215@@2021-09-08T05:16:52.239+0000 INFO new transaction@@list index out of range
216@@2021-09-08T05:17:03.786+0000 INFO new transaction@@list index out of range
217@@2021-09-08T05:18:43.296+0000 INFO data length readed = 496@@list index out of range
218@@2021-09-08T05:18:43.296+0000 INFO unpack@@list index out of range
219@@2021-09-08T05:18:43.296+0000 INFO Message 1200@@list index out of range
220@@2021-09-08T05:18:43.296+0000 INFO processTransaction@@list index out of range
221@@2021-09-08T05:18:43.296+0000 INFO 1field39 = 000@@list index out of range
222@@2021-09-08T05:18:43.296+0000 INFO mti = 1200@@list index out of range
223@@2021-09-08T05:18:43.296+0000 INFO 010000@@list index out of range
224@@2021-09-08T05:18:43.421+0000 INFO isCagefi@@list index out of range
225@@2021-09-08T05:18:43.421+0000 INFO environnement@@list index out of range
226@@2021-09-08T05:18:43.421+0000 INFO prod@@list index out of range
227@@2021-09-08T05:18:43.421+0000 INFO true@@list index out of range
228@@2021-09-08T05:18:43.421+0000 INFO finaoTransaction@@list index out of range
229@@2021-09-08T05:18:43.421+0000 INFO pan = 608967*******4135@@list index out of range
230@@2021-09-08T05:18:43.421+0000 INFO amount = 70000@@list index out of range
231@@2021-09-08T05:18:43.421+0000 INFO fees = 500@@list index out of range
232@@2021-09-08T05:18:43.421+0000 INFO field24 = 200@@list index out of range
233@@2021-09-08T05:18:43.421+0000 INFO field39Finao = 000@@list index out of range
234@@2021-09-08T05:18:43.421+0000 INFO UCP0021413@@list index out of range
235@@2021-09-08T05:18:43.421+0000 INFO has field 55@@list index out of range
236@@2021-09-08T05:18:43.421+0000 INFO pan =6089670006214135atc = 0010unpredic = 4B50A868arqc = 3B92CBA543E6C02Barc =0000@@list index out of range
237@@2021-09-08T05:18:43.421+0000 INFO command hsm 0041303132334B513230553846314444313042433631393933344634334633324637393143304430363131608967000621413500104B50A8683B92CBA543E6C02B0000@@list index out of range
238@@2021-09-08T05:18:43.436+0000 INFO command hsm B2D8F3EC2B2981C3@@list index out of range
239@@2021-09-08T05:18:43.436+0000 INFO B2D8F3EC2B2981C3@@list index out of range
240@@2021-09-08T05:18:43.436+0000 INFO card UCP0021413@@list index out of range
241@@2021-09-08T05:18:43.436+0000 INFO channel = CrdAPG05@@list index out of range
242@@2021-09-08T05:18:43.436+0000 INFO false@@list index out of range
243@@2021-09-08T05:18:43.436+0000 INFO eql281 =false@@list index out of range
244@@2021-09-08T05:18:43.436+0000 INFO save debit transaction@@list index out of range
245@@2021-09-08T05:18:43.436+0000 INFO https://wso2.sensoft-next.com:8243/danaya/v1/wallet-debit@@list index out of range
246@@2021-09-08T05:20:44.501+0000 INFO Response code 500@@list index out of range
247@@2021-09-08T05:20:44.501+0000 INFO Response finao <am:fault xmlns:am="http://wso2.org/apimanager"><am:code>101504</am:code><am:type>Status report</am:type><am:message>Runtime Error</am:message><am:description>Send timeout</am:description></am:fault>@@list index out of range
248@@2021-09-08T05:20:44.501+0000 ERROR error@@list index out of range
249@@com.fasterxml.jackson.core.JsonParseException: Unexpected character ('<' (code 60)): expected a valid value (JSON String, Number, Array, Object or token 'null', 'true' or 'false')@@list index out of range
250@@ at [Source: (String)"<am:fault xmlns:am="http://wso2.org/apimanager"><am:code>101504</am:code><am:type>Status report</am:type><am:message>Runtime Error</am:message><am:description>Send timeout</am:description></am:fault>"; line: 1, column: 2]@@list index out of range
251@@	at com.fasterxml.jackson.core.JsonParser._constructError(JsonParser.java:1851) ~[jackson-core-2.11.4.jar!/:2.11.4]@@list index out of range
252@@	at com.fasterxml.jackson.core.base.ParserMinimalBase._reportError(ParserMinimalBase.java:707) ~[jackson-core-2.11.4.jar!/:2.11.4]@@list index out of range
253@@	at com.fasterxml.jackson.core.base.ParserMinimalBase._reportUnexpectedChar(ParserMinimalBase.java:632) ~[jackson-core-2.11.4.jar!/:2.11.4]@@list index out of range
254@@	at com.fasterxml.jackson.core.json.ReaderBasedJsonParser._handleOddValue(ReaderBasedJsonParser.java:1947) ~[jackson-core-2.11.4.jar!/:2.11.4]@@list index out of range
255@@	at com.fasterxml.jackson.core.json.ReaderBasedJsonParser.nextToken(ReaderBasedJsonParser.java:776) ~[jackson-core-2.11.4.jar!/:2.11.4]@@list index out of range
256@@	at com.fasterxml.jackson.databind.ObjectMapper._initForReading(ObjectMapper.java:4664) ~[jackson-databind-2.11.4.jar!/:2.11.4]@@list index out of range
257@@	at com.fasterxml.jackson.databind.ObjectMapper._readMapAndClose(ObjectMapper.java:4513) ~[jackson-databind-2.11.4.jar!/:2.11.4]@@list index out of range
258@@	at com.fasterxml.jackson.databind.ObjectMapper.readValue(ObjectMapper.java:3468) ~[jackson-databind-2.11.4.jar!/:2.11.4]@@list index out of range
259@@	at com.fasterxml.jackson.databind.ObjectMapper.readValue(ObjectMapper.java:3436) ~[jackson-databind-2.11.4.jar!/:2.11.4]@@list index out of range
260@@	at sn.apg.atm.transaction.FinaoServices$ResponseHandlerImpl.handleResponse(FinaoServices.java:314) ~[classes!/:0.0.1]@@list index out of range
261@@	at sn.apg.atm.transaction.FinaoServices$ResponseHandlerImpl.handleResponse(FinaoServices.java:299) ~[classes!/:0.0.1]@@list index out of range
262@@	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:223) ~[httpclient-4.5.13.jar!/:4.5.13]@@list index out of range
263@@	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:165) ~[httpclient-4.5.13.jar!/:4.5.13]@@list index out of range
264@@	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:140) ~[httpclient-4.5.13.jar!/:4.5.13]@@list index out of range
265@@	at sn.apg.atm.transaction.FinaoServices.walletDebit(FinaoServices.java:264) [classes!/:0.0.1]@@list index out of range
266@@	at sn.apg.atm.transaction.ProcessTransaction.finaoTransaction(ProcessTransaction.java:472) [classes!/:0.0.1]@@list index out of range
267@@	at sn.apg.atm.transaction.ProcessTransaction.processTransaction(ProcessTransaction.java:157) [classes!/:0.0.1]@@list index out of range
268@@	at sn.apg.atm.server.ClientHandler.run(ClientHandler.java:70) [classes!/:0.0.1]@@list index out of range
269@@	at java.lang.Thread.run(Thread.java:835) [?:?]@@list index out of range
270@@2021-09-08T05:20:44.501+0000 INFO https://wso2.sensoft-next.com:8243/danaya/v1/wallet-debit@@list index out of range
271@@2021-09-08T05:20:44.939+0000 INFO Response code 500@@list index out of range
272@@2021-09-08T05:20:44.939+0000 INFO Response finao <am:fault xmlns:am="http://wso2.org/apimanager"><am:code>303001</am:code><am:type>Status report</am:type><am:message>Runtime Error</am:message><am:description>Currently , Address endpoint : [ Name : DanayaAPI--vv1_APIproductionEndpoint ] [ State : SUSPENDED ]</am:description></am:fault>@@list index out of range
273@@2021-09-08T05:20:44.939+0000 ERROR error@@list index out of range
274@@com.fasterxml.jackson.core.JsonParseException: Unexpected character ('<' (code 60)): expected a valid value (JSON String, Number, Array, Object or token 'null', 'true' or 'false')@@list index out of range
275@@ at [Source: (String)"<am:fault xmlns:am="http://wso2.org/apimanager"><am:code>303001</am:code><am:type>Status report</am:type><am:message>Runtime Error</am:message><am:description>Currently , Address endpoint : [ Name : DanayaAPI--vv1_APIproductionEndpoint ] [ State : SUSPENDED ]</am:description></am:fault>"; line: 1, column: 2]@@list index out of range
276@@	at com.fasterxml.jackson.core.JsonParser._constructError(JsonParser.java:1851) ~[jackson-core-2.11.4.jar!/:2.11.4]@@list index out of range
277@@	at com.fasterxml.jackson.core.base.ParserMinimalBase._reportError(ParserMinimalBase.java:707) ~[jackson-core-2.11.4.jar!/:2.11.4]@@list index out of range
278@@	at com.fasterxml.jackson.core.base.ParserMinimalBase._reportUnexpectedChar(ParserMinimalBase.java:632) ~[jackson-core-2.11.4.jar!/:2.11.4]@@list index out of range
279@@	at com.fasterxml.jackson.core.json.ReaderBasedJsonParser._handleOddValue(ReaderBasedJsonParser.java:1947) ~[jackson-core-2.11.4.jar!/:2.11.4]@@list index out of range
280@@	at com.fasterxml.jackson.core.json.ReaderBasedJsonParser.nextToken(ReaderBasedJsonParser.java:776) ~[jackson-core-2.11.4.jar!/:2.11.4]@@list index out of range
281@@	at com.fasterxml.jackson.databind.ObjectMapper._initForReading(ObjectMapper.java:4664) ~[jackson-databind-2.11.4.jar!/:2.11.4]@@list index out of range
282@@	at com.fasterxml.jackson.databind.ObjectMapper._readMapAndClose(ObjectMapper.java:4513) ~[jackson-databind-2.11.4.jar!/:2.11.4]@@list index out of range
283@@	at com.fasterxml.jackson.databind.ObjectMapper.readValue(ObjectMapper.java:3468) ~[jackson-databind-2.11.4.jar!/:2.11.4]@@list index out of range
284@@	at com.fasterxml.jackson.databind.ObjectMapper.readValue(ObjectMapper.java:3436) ~[jackson-databind-2.11.4.jar!/:2.11.4]@@list index out of range
285@@	at sn.apg.atm.transaction.FinaoServices$ResponseHandlerImpl.handleResponse(FinaoServices.java:314) ~[classes!/:0.0.1]@@list index out of range
286@@	at sn.apg.atm.transaction.FinaoServices$ResponseHandlerImpl.handleResponse(FinaoServices.java:299) ~[classes!/:0.0.1]@@list index out of range
287@@	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:223) ~[httpclient-4.5.13.jar!/:4.5.13]@@list index out of range
288@@	at org.apache.http.impl.client.CloseableHttpClient.execute(CloseableHttpClient.java:165) ~[httpclient-4.5.13.jar!/:4.5.13]@@list index out of range
